NRO_REGISTRO,FECHA_CORTE,DEPARTAMENTO,PROVINCIA,DISTRITO,GOBIERNO_LOCAL,UBIGEO,DIA_RECORRIDO,MES_RECORRIDO,SEMANA_RECORRIDO,DIA_SEMANA_RECORRIDO,TURNO,UNIDAD,CONDUCTOR,PLACA,NRO_BOLETA,UNIDAD,CANTIDAD,RELLENO_SANITARIO
1736,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240804,202408,32,DOMINGO,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1993747,TONELADAS,11.32,MODELO DEL CALLAO
1737,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240804,202408,32,DOMINGO,NOCHE,6,2fc46c1e054c4471fb423c57e0ba48b8d87b916f77f3c5c2e279fa1ebeb47776,BTQ903,1993750,TONELADAS,11.52,MODELO DEL CALLAO
1738,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240805,202408,32,LUNES,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BNU789,1993958,TONELADAS,4.76,MODELO DEL CALLAO
1739,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240805,202408,32,LUNES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,1994090,TONELADAS,9.98,MODELO DEL CALLAO
1740,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240805,202408,32,LUNES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,1994136,TONELADAS,12.36,MODELO DEL CALLAO
1741,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240805,202408,32,LUNES,NOCHE,2,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BNU745,1994130,TONELADAS,11.91,MODELO DEL CALLAO
1742,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240805,202408,32,LUNES,NOCHE,3,9dd6589fb18221062d8858a510de57d52ff2dc4574c1a45728bbe3915e983775,BNU789,1994139,TONELADAS,11.2,MODELO DEL CALLAO
1743,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240805,202408,32,LUNES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,1994138,TONELADAS,12.43,MODELO DEL CALLAO
1744,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240805,202408,32,LUNES,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1994140,TONELADAS,13.15,MODELO DEL CALLAO
1745,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240805,202408,32,LUNES,NOCHE,6,2fc46c1e054c4471fb423c57e0ba48b8d87b916f77f3c5c2e279fa1ebeb47776,BHH850,1994142,TONELADAS,9.8,MODELO DEL CALLAO
1746,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240806,202408,32,MARTES,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BHB836,1994286,TONELADAS,6.14,MODELO DEL CALLAO
1747,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240806,202408,32,MARTES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,1994402,TONELADAS,6.85,MODELO DEL CALLAO
1748,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240806,202408,32,MARTES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,1994462,TONELADAS,11.54,MODELO DEL CALLAO
1749,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240806,202408,32,MARTES,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BNU745,1994461,TONELADAS,10.9,MODELO DEL CALLAO
1750,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240806,202408,32,MARTES,NOCHE,3,9dd6589fb18221062d8858a510de57d52ff2dc4574c1a45728bbe3915e983775,BNU789,1994466,TONELADAS,9.8,MODELO DEL CALLAO
1751,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240806,202408,32,MARTES,NOCHE,4,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BHB836,1994467,TONELADAS,11.59,MODELO DEL CALLAO
1752,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240806,202408,32,MARTES,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1994464,TONELADAS,13.12,MODELO DEL CALLAO
1753,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240806,202408,32,MARTES,NOCHE,6,2fc46c1e054c4471fb423c57e0ba48b8d87b916f77f3c5c2e279fa1ebeb47776,BHH850,1994468,TONELADAS,10.95,MODELO DEL CALLAO
1754,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240807,202408,32,MIÃ‰RCOLES,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BHH850,1994658,TONELADAS,7.53,MODELO DEL CALLAO
1755,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240807,202408,32,MIÃ‰RCOLES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,1994801,TONELADAS,8.14,MODELO DEL CALLAO
1756,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240807,202408,32,MIÃ‰RCOLES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,1994848,TONELADAS,13.74,MODELO DEL CALLAO
1757,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240807,202408,32,MIÃ‰RCOLES,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BNU745,1994846,TONELADAS,12.84,MODELO DEL CALLAO
1758,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240807,202408,32,MIÃ‰RCOLES,NOCHE,3,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BNU789,1994843,TONELADAS,10.76,MODELO DEL CALLAO
1759,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240807,202408,32,MIÃ‰RCOLES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,1994847,TONELADAS,10.75,MODELO DEL CALLAO
1760,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240807,202408,32,MIÃ‰RCOLES,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1994842,TONELADAS,12.47,MODELO DEL CALLAO
1761,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240807,202408,32,MIÃ‰RCOLES,NOCHE,6,2fc46c1e054c4471fb423c57e0ba48b8d87b916f77f3c5c2e279fa1ebeb47776,BHH850,1994853,TONELADAS,11.03,MODELO DEL CALLAO
1762,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240808,202408,32,JUEVES,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BNU789,1995044,TONELADAS,7.47,MODELO DEL CALLAO
1763,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240808,202408,32,JUEVES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,1995182,TONELADAS,10.5,MODELO DEL CALLAO
1764,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240808,202408,32,JUEVES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,1995221,TONELADAS,12.02,MODELO DEL CALLAO
1765,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240808,202408,32,JUEVES,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BNU745,1995218,TONELADAS,10.8,MODELO DEL CALLAO
1766,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240808,202408,32,JUEVES,NOCHE,3,2048e2578a9b7ea89c2ea539070d3e667746d0705cbeb3b9505942ac5b10e021,BNU789,1995216,TONELADAS,10.73,MODELO DEL CALLAO
1767,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240808,202408,32,JUEVES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,1995214,TONELADAS,10.84,MODELO DEL CALLAO
1768,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240808,202408,32,JUEVES,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1995217,TONELADAS,12.32,MODELO DEL CALLAO
1769,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240808,202408,32,JUEVES,NOCHE,6,2fc46c1e054c4471fb423c57e0ba48b8d87b916f77f3c5c2e279fa1ebeb47776,BHH850,1995231,TONELADAS,11.07,MODELO DEL CALLAO
1770,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240809,202408,32,VIERNES,MAÃ‘ANA,1,65190c9212a76c45fee7fc03504ccc4c56580923f8dffcc02a9218a2f748db55,BHH850,1995409,TONELADAS,7.56,MODELO DEL CALLAO
1771,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240809,202408,32,VIERNES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,1995558,TONELADAS,10.72,MODELO DEL CALLAO
1772,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240809,202408,32,VIERNES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,1995592,TONELADAS,12.73,MODELO DEL CALLAO
1773,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240809,202408,32,VIERNES,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BNU745,1995595,TONELADAS,10.89,MODELO DEL CALLAO
1774,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240809,202408,32,VIERNES,NOCHE,3,2048e2578a9b7ea89c2ea539070d3e667746d0705cbeb3b9505942ac5b10e021,BNU789,1995593,TONELADAS,10.36,MODELO DEL CALLAO
1775,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240809,202408,32,VIERNES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,1995594,TONELADAS,11.01,MODELO DEL CALLAO
1776,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240809,202408,32,VIERNES,NOCHE,5,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BCP798,1995597,TONELADAS,13.31,MODELO DEL CALLAO
1777,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240809,202408,32,VIERNES,NOCHE,6,2fc46c1e054c4471fb423c57e0ba48b8d87b916f77f3c5c2e279fa1ebeb47776,BHH850,1995598,TONELADAS,10.44,MODELO DEL CALLAO
1778,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240810,202408,32,SÃBADO,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BHH850,1995810,TONELADAS,7.87,MODELO DEL CALLAO
1779,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240810,202408,32,SÃBADO,TARDE,1,42f9ca8e160f3bd49abab96d96f7c97f3a6f0dae2eddc1eec02f51f09d7d0149,BHH852,1995924,TONELADAS,6.4,MODELO DEL CALLAO
1780,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240810,202408,32,SÃBADO,NOCHE,1,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BFZ705,1995957,TONELADAS,13.15,MODELO DEL CALLAO
1781,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240810,202408,32,SÃBADO,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BNU745,1995960,TONELADAS,10.55,MODELO DEL CALLAO
1782,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240810,202408,32,SÃBADO,NOCHE,3,2048e2578a9b7ea89c2ea539070d3e667746d0705cbeb3b9505942ac5b10e021,BNU789,1995962,TONELADAS,10.08,MODELO DEL CALLAO
1783,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240810,202408,32,SÃBADO,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,1995963,TONELADAS,11.79,MODELO DEL CALLAO
1784,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240810,202408,32,SÃBADO,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1995958,TONELADAS,12.82,MODELO DEL CALLAO
1785,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240810,202408,32,SÃBADO,NOCHE,6,2fc46c1e054c4471fb423c57e0ba48b8d87b916f77f3c5c2e279fa1ebeb47776,BHH850,1996005,TONELADAS,11.01,MODELO DEL CALLAO
1786,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240811,202408,33,DOMINGO,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BNU789,1996077,TONELADAS,6.55,MODELO DEL CALLAO
1787,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240811,202408,33,DOMINGO,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,1996163,TONELADAS,6.77,MODELO DEL CALLAO
1788,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240811,202408,33,DOMINGO,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,1996221,TONELADAS,12.47,MODELO DEL CALLAO
1789,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240811,202408,33,DOMINGO,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BNU745,1996214,TONELADAS,11.92,MODELO DEL CALLAO
1790,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240811,202408,33,DOMINGO,NOCHE,3,2048e2578a9b7ea89c2ea539070d3e667746d0705cbeb3b9505942ac5b10e021,BNU789,1996210,TONELADAS,10.31,MODELO DEL CALLAO
1791,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240811,202408,33,DOMINGO,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,1996212,TONELADAS,12.27,MODELO DEL CALLAO
1792,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240811,202408,33,DOMINGO,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1996213,TONELADAS,13.06,MODELO DEL CALLAO
1793,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240811,202408,33,DOMINGO,NOCHE,6,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BHH850,1996215,TONELADAS,10.23,MODELO DEL CALLAO
1794,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240812,202408,33,LUNES,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BNU789,1996395,TONELADAS,6.1,MODELO DEL CALLAO
1795,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240812,202408,33,LUNES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,1996543,TONELADAS,9.56,MODELO DEL CALLAO
1796,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240812,202408,33,LUNES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,1996593,TONELADAS,12.43,MODELO DEL CALLAO
1797,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240812,202408,33,LUNES,NOCHE,2,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BNU745,1996588,TONELADAS,11.84,MODELO DEL CALLAO
1798,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240812,202408,33,LUNES,NOCHE,3,2048e2578a9b7ea89c2ea539070d3e667746d0705cbeb3b9505942ac5b10e021,BNU789,1996586,TONELADAS,10.98,MODELO DEL CALLAO
1799,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240812,202408,33,LUNES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,1996581,TONELADAS,11.7,MODELO DEL CALLAO
1800,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240812,202408,33,LUNES,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1996597,TONELADAS,14.44,MODELO DEL CALLAO
1801,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240812,202408,33,LUNES,NOCHE,6,7e0bb95ed72ace301031b78ee5a4e9f87342c89d116454a122b01ca435a36b79,BUI809,1996604,TONELADAS,11.09,MODELO DEL CALLAO
1802,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240813,202408,33,MARTES,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BHH852,1996806,TONELADAS,7,MODELO DEL CALLAO
1803,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240813,202408,33,MARTES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH850,1996928,TONELADAS,9.41,MODELO DEL CALLAO
1804,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240813,202408,33,MARTES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,1997005,TONELADAS,14.24,MODELO DEL CALLAO
1805,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240813,202408,33,MARTES,NOCHE,2,c65e653706bdc2e6c43d008efd2d54ef7f9f1a99b2b5476059e7723d5695e468,BNU745,1997111,TONELADAS,10.85,MODELO DEL CALLAO
1806,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240813,202408,33,MARTES,NOCHE,3,2048e2578a9b7ea89c2ea539070d3e667746d0705cbeb3b9505942ac5b10e021,BNU789,1996986,TONELADAS,11.87,MODELO DEL CALLAO
1807,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240813,202408,33,MARTES,NOCHE,4,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BTQ903,1997025,TONELADAS,8.81,MODELO DEL CALLAO
1808,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240813,202408,33,MARTES,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1996994,TONELADAS,14.24,MODELO DEL CALLAO
1809,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240813,202408,33,MARTES,NOCHE,6,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BHH850,1997032,TONELADAS,6.87,MODELO DEL CALLAO
1810,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240814,202408,33,MIÃ‰RCOLES,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BHH852,1997170,TONELADAS,7.37,MODELO DEL CALLAO
1811,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240814,202408,33,MIÃ‰RCOLES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BNU789,1997322,TONELADAS,6.89,MODELO DEL CALLAO
1812,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240814,202408,33,MIÃ‰RCOLES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,1997379,TONELADAS,11.84,MODELO DEL CALLAO
1813,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240814,202408,33,MIÃ‰RCOLES,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BNU745,1997386,TONELADAS,11.92,MODELO DEL CALLAO
1814,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240814,202408,33,MIÃ‰RCOLES,NOCHE,3,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BHH850,1997384,TONELADAS,11.44,MODELO DEL CALLAO
1815,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240814,202408,33,MIÃ‰RCOLES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BTQ936,1997378,TONELADAS,11.2,MODELO DEL CALLAO
1816,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240814,202408,33,MIÃ‰RCOLES,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,1997382,TONELADAS,13.33,MODELO DEL CALLAO
1817,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240814,202408,33,MIÃ‰RCOLES,NOCHE,6,21ffd90b9f78b5eb459e05f96785747b4e32baa545cf89c10cdb3d7f0966579a,BHH852,1997395,TONELADAS,11.07,MODELO DEL CALLAO
1818,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240815,202408,33,JUEVES,MAÃ‘ANA,1,f1f4b0b06c87a8495a2f60bce2d733b63cc86b00a9bc593194755e2df195b48b,BNU789,1997613,TONELADAS,7.97,MODELO DEL CALLAO
